frame_id,Joy,Anger,Fear,Disgust,Sadness,Surprise,Contempt,Positive Valence,Negative Valence,Neutral Valence,Attention,Adaptive Engagement,Confusion,Sentimentality,Smile,Smirk,Neutral
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.970691076955647,0.6511484503595357,0.0,0.0,0.0,0.0,1.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6197007077741491,0.0,0.0,0.0,0.0,1.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7253462634152328,0.6125168808585514,0.0,0.0,0.0,0.0,1.0
24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7442224184454609,0.0,0.0,1.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6218197292959348,0.0,0.0,0.0,0.0,1.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6977360123295258,0.0,0.0,0.0,0.0,1.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8505336045884488,0.5737401465021333,0.0,0.0,0.0,0.0,1.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.867358969662037,0.7768333519526913,0.0,0.0,0.0,0.0,1.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5616291876039787,0.0,0.0,0.0,0.0,1.0
30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0918481143390855,0.0,0.0,1.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9819831955645033,0.5767918055306025,0.0,0.0,0.0,0.0,1.0
32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8483378463192397,0.0,0.0,1.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9674376572803157,0.7566116472281864,0.0,0.0,0.0,0.0,1.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.887536297254691,0.7150365838984774,0.0,0.0,0.0,0.0,1.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9967244319693782,0.9283839030439351,0.0,0.0,0.0,0.0,1.0
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8467785218634918,0.8280701629073036,0.0,0.0,1.0,0.0,0.0
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9842098643584235,0.8479600581275634,0.0,0.0,1.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9089802319586479,0.8170306084545111,0.0,0.0,0.0,0.0,1.0
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7895999059932808,0.6293241266175056,0.0,0.0,1.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.994063403933788,0.8322552848207673,0.0,0.0,0.0,0.0,1.0
41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9730911187554986,0.7848338121822911,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8523483566406829,0.616312043930147,0.0,0.0,0.0,0.0,1.0
43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8743956132157344,0.6522489884059962,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8790669185845409,0.7127510878885398,0.0,0.0,0.0,0.0,1.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9555623597291731,0.7370471327174687,0.0,0.0,0.0,0.0,1.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333950524510138,0.7241555397034491,0.0,0.0,0.0,0.0,1.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8588514956147691,0.8008087922501258,0.0,0.0,0.0,0.0,1.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8027935192642802,0.8559198409126594,0.0,0.0,0.0,0.0,1.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7343568805932011,0.47424041936880906,0.0,0.0,0.0,0.0,1.0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9238248797080988,0.6612525993414307,0.0,0.0,1.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7228131562032304,0.7137803079979768,0.0,0.0,0.0,0.0,1.0
52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7886979927719088,0.4002964842416661,0.0,0.0,1.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6751346061383711,0.4867441595738062,0.0,0.0,0.0,0.0,1.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931679848372,0.45505035958147017,0.0,0.0,0.0,0.0,1.0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7302684299560552,0.40585255355555844,0.0,0.0,1.0,0.0,0.0
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7395795131052928,0.42703059696863604,0.0,0.0,1.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8467126006539742,0.7128035832586065,0.0,0.0,0.0,0.0,1.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7294918262321348,0.48562060784903327,0.0,0.0,0.0,0.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5521926841159842,0.2613858179019529,0.0,0.0,0.0,0.0,1.0
60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5902213916808561,0.4570070132443812,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6109946571720658,0.4308451141258932,0.0,0.0,0.0,0.0,1.0
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7235251281596929,0.7702783864488792,0.0,0.0,1.0,0.0,0.0
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6261851820561536,0.37133001773142915,0.0,0.0,1.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37041395194316223,0.0,0.0,0.0,0.0,0.0,1.0
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7396897359139403,0.6871500524537546,0.0,0.0,1.0,0.0,0.0
66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7294503813273782,0.5701469355380429,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5972321226676126,0.33111387223240785,0.0,0.0,0.0,0.0,1.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5789310665356536,0.2058343264278119,0.0,0.0,0.0,0.0,1.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5486194532991097,0.32219300270675627,0.0,0.0,0.0,0.0,1.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5710619394991001,0.21342787260851664,0.0,0.0,0.0,0.0,1.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5418710110490323,0.30571598776475534,0.0,0.0,0.0,0.0,1.0
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.560192492051297,0.4565776775454505,0.0,0.0,1.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5721339967038839,0.537702932142714,0.0,0.0,0.0,0.0,1.0
74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.47196977881621943,0.24716369420873968,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6280255560423833,0.5693319978038818,0.0,0.0,0.0,0.0,1.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5749510744043593,0.23349032942763426,0.0,0.0,0.0,0.0,1.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6852620544457795,0.4736843725611387,0.0,0.0,0.0,0.0,1.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6877808362029478,0.5038594849333075,0.0,0.0,0.0,0.0,1.0
79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6020216366021474,0.42808167501566713,0.0,0.0,1.0,0.0,0.0
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6713509692660782,0.6898638481018906,0.0,0.0,1.0,0.0,0.0
81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6471015891159757,0.3237916468306989,0.0,0.0,1.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6191452655986328,0.5164797316273001,0.0,0.0,0.0,0.0,1.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5177419017681599,0.27110121008339033,0.0,0.0,0.0,0.0,1.0
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.660196930093335,0.290875040076443,0.0,0.0,1.0,0.0,0.0
85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6960031547691538,0.6426890732153165,0.0,0.0,1.0,0.0,0.0
86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7731053714674005,0.7531899914751042,0.0,0.0,1.0,0.0,0.0
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6816720324213096,0.37671284250034287,0.0,0.0,1.0,0.0,0.0
88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.708736493287831,0.4821652112246743,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5916325532728677,0.24618739616312071,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7400777229891395,0.5891061394239842,0.0,0.0,0.0,0.0,1.0
91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8839920103124914,0.7845449868357772,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7838288983319676,0.46759056939307425,0.0,0.0,0.0,0.0,1.0
93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.734240036854098,0.48205225365014603,0.0,0.0,0.0,0.0,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7476378240757545,0.41348964768832924,0.0,0.0,1.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7589728107696037,0.372411901138056,0.0,0.0,0.0,0.0,1.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.587266404559885,0.3336602619968966,0.0,0.0,0.0,0.0,1.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7440907729386893,0.4654095002383065,0.0,0.0,0.0,0.0,1.0
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6070179767434616,0.40789075099555283,0.0,0.0,1.0,0.0,0.0
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8200035622745871,0.6582977328858582,0.0,0.0,0.0,0.0,0.0
